cust_id,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFMScore
3603658,128,5,219.75,5,5,5,555
3619646,168,2,41.49,4,3,2,432
3621352,168,1,6.49,4,1,1,411
3648035,168,2,39.98,4,3,2,432
3649704,0,8,400.83,5,5,5,555
3672151,126,6,399.9,5,5,5,555
3721601,168,1,51.99,4,1,3,413
3737672,2,3,210.96999999999997,5,4,5,545
3765276,168,1,30.99,4,1,2,412
3769351,168,1,32.99,4,1,2,412
3840415,168,3,63.97,4,4,3,443
3855656,7,14,499.86,5,5,5,555
3874706,168,2,115.97999999999999,4,3,4,434
3884293,168,2,25.979999999999997,4,3,1,431
3893287,168,3,203.60999999999999,4,4,5,445
3917306,128,4,70.96000000000001,5,4,3,543
3931779,168,1,45.49,4,1,2,412
3938067,168,3,110.36999999999999,4,4,4,444
4042956,168,3,14.97,4,4,1,441
4054338,168,1,31.99,4,1,2,412
4084777,168,1,68.99,4,1,3,413
4093256,168,2,52.48,4,3,3,433
4095901,0,7,128.2,5,5,4,554
4096376,168,1,41.99,4,1,2,412
4109896,168,1,24.99,4,1,1,411
4122099,168,2,84.68,4,3,4,434
4127023,168,2,132.07999999999998,4,3,5,435
4134518,74,10,311.42,5,5,5,555
4137620,168,1,43.99,4,1,2,412
4139041,168,1,57.99,4,1,3,413
4148623,168,2,64.98,4,3,3,433
4182480,168,4,30.439999999999998,4,4,1,441
4208368,168,1,7.9,4,1,1,411
4333955,101,6,164.45000000000002,5,5,5,555
4379581,168,1,32.99,4,1,2,412
4411420,168,1,10.9,4,1,1,411
4413958,168,1,41.99,4,1,2,412
4426421,168,2,192.94,4,3,5,435
4430475,168,1,31.99,4,1,2,412
4439552,168,1,12.99,4,1,1,411
4452325,168,1,47.99,4,1,2,412
4472086,168,1,56.99,4,1,3,413
4484897,168,1,24.99,4,1,1,411
4486900,168,1,24.99,4,1,1,411
4502076,14,6,165.94,5,5,5,555
4506253,39,2,22.979999999999997,5,3,1,531
4508892,168,1,119.95,4,1,4,414
4515532,168,1,33.49,4,1,2,412
4518007,168,4,43.24,4,4,2,442
4522031,168,2,85.98,4,3,4,434
4539121,18,34,1887.7199999999998,5,5,5,555
4548602,2,8,440.9,5,5,5,555
4550823,168,2,64.98,4,3,3,433
4561553,168,1,101.95,4,1,4,414
4577045,10,3,180.97,5,4,5,545
4599137,93,6,215.94,5,5,5,555
4599565,3,9,331.07,5,5,5,555
4622656,168,1,54.99,4,1,3,413
4625013,168,1,19.99,4,1,1,411
4651281,168,1,7.45,4,1,1,411
4664353,72,4,151.87,5,4,5,545
4708947,168,1,32.99,4,1,2,412
4961774,149,13,375.88,5,5,5,555
4980360,168,1,34.99,4,1,2,412
4992905,168,3,69.97,4,4,3,443
4993891,168,3,111.66999999999999,4,4,4,444
5000321,168,2,91.98,4,3,4,434
5029520,168,1,33.99,4,1,2,412
5086622,168,1,13.49,4,1,1,411
5115784,8,7,183.91,5,5,5,555
5116521,168,1,33.99,4,1,2,412
5165382,168,5,149.95,4,5,5,455
5181289,168,1,24.99,4,1,1,411
5194708,168,2,85.98,4,3,4,434
5205872,168,2,92.97999999999999,4,3,4,434
5206619,168,5,77.52,4,5,3,453
5207256,168,2,86.98,4,3,4,434
5224598,28,10,243.9,5,5,5,555
5244015,168,2,66.98,4,3,3,433
5253896,168,2,37.98,4,3,2,432
5263298,168,1,21.99,4,1,1,411
5271548,93,2,62.980000000000004,5,3,3,533
5276965,168,1,51.99,4,1,3,413
5285065,168,1,49.99,4,1,2,412
5329555,168,1,36.49,4,1,2,412
5333614,168,1,25.99,4,1,1,411
5350516,168,1,28.99,4,1,1,411
5366783,168,1,46.19,4,1,2,412
5378796,168,1,62.99,4,1,3,413
5422867,168,1,49.99,4,1,2,412
5456481,7,8,244.83,5,5,5,555
5462483,168,4,101.96,4,4,4,444
5473878,168,1,65.99,4,1,3,413
5485199,168,2,49.98,4,3,2,432
5540230,168,1,14.99,4,1,1,411
5564276,168,1,33.99,4,1,2,412
5571578,168,1,33.99,4,1,2,412
5587675,168,1,4.99,4,1,1,411
5591874,168,1,102.95,4,1,4,414
5607615,168,1,103.95,4,1,4,414
5608296,49,7,613.85,5,5,5,555
5608965,168,1,54.99,4,1,3,413
5626728,72,2,55.980000000000004,5,3,3,533
5665002,168,2,43.480000000000004,4,3,2,432
5685916,168,1,75.99,4,1,3,413
5732549,168,2,10.98,4,3,1,431
5744165,168,5,42.82000000000001,4,5,2,452
5758956,168,1,24.99,4,1,1,411
5760510,168,2,32.98,4,3,2,432
5764946,50,9,407.11,5,5,5,555
5834246,168,1,50.99,4,1,2,412
5849707,168,1,38.99,4,1,2,412
5852328,168,2,24.96,4,3,1,431
5868241,168,4,187.66,4,4,5,445
5870592,168,4,165.95999999999998,4,4,5,445
5880519,168,1,18.99,4,1,1,411
5897080,168,3,122.97,4,4,4,444
5904487,168,1,38.99,4,1,2,412
5913120,168,4,40.37,4,4,2,442
5960322,168,1,4.19,4,1,1,411
5990372,168,1,68.99,4,1,3,413
5999987,168,1,29.49,4,1,1,411
6003586,168,1,11.49,4,1,1,411
6008947,168,3,106.97,4,4,4,444
6014288,168,1,65.99,4,1,3,413
6030182,168,4,26.369999999999997,4,4,1,441
6035790,168,1,84.99,4,1,4,414
6048519,168,3,15.790000000000001,4,4,1,441
6055267,168,2,169.98,4,3,5,435
6073625,168,2,66.67999999999999,4,3,3,433
6094450,85,4,270.95,5,4,5,545
6094983,168,5,133.95,4,5,5,455
6101886,168,2,68.98,4,3,3,433
6105676,168,2,123.97999999999999,4,3,4,434
6109449,168,5,141.95,4,5,5,455
6121967,168,1,19.59,4,1,1,411
6145665,168,1,30.99,4,1,2,412
6273900,168,1,96.99,4,1,4,414
6327218,168,1,58.0,4,1,3,413
6395570,42,5,183.95000000000002,5,5,5,555
6419243,168,2,32.89,4,3,2,432
6423013,168,1,51.79,4,1,3,413
6435418,46,3,68.97,5,4,3,543
6439327,38,12,508.88,5,5,5,555
6440006,168,1,41.99,4,1,2,412
6440607,168,3,114.96999999999998,4,4,4,444
6445588,36,8,304.92,5,5,5,555
6446816,16,3,149.97,5,4,5,545
6451190,168,1,23.99,4,1,1,411
6456230,168,2,41.98,4,3,2,432
6466108,168,1,39.99,4,1,2,412
6467605,168,1,90.99,4,1,4,414
6471930,168,1,18.99,4,1,1,411
6486463,168,1,76.99,4,1,3,413
6507696,168,1,25.99,4,1,1,411
6511925,154,3,209.93,5,4,5,545
6513176,168,4,133.98,4,4,5,445
6527194,168,1,64.99,4,1,3,413
6533400,31,12,600.3100000000001,5,5,5,555
6565265,168,3,196.97,4,4,5,445
6695171,161,7,124.05000000000001,4,5,4,454
6774320,168,1,30.99,4,1,2,412
6817253,168,1,49.99,4,1,2,412
6840235,168,3,181.97,4,4,5,445
6851174,168,2,54.98,4,3,3,433
6864800,120,5,177.95000000000002,5,5,5,555
7032616,168,2,19.98,4,3,1,431
7049122,1,16,650.76,5,5,5,555
7050085,168,2,50.98,4,3,2,432
7051594,168,5,107.46,4,5,4,454
7110344,168,2,28.979999999999997,4,3,1,431
7129888,168,1,32.99,4,1,2,412
7132785,35,10,741.8199999999999,5,5,5,555
7176532,168,3,75.97,4,4,3,443
7199281,168,1,38.97,4,1,2,412
7206758,168,4,111.96,4,4,4,444
7222504,168,3,72.78,4,4,3,443
7259593,168,2,152.98,4,3,5,435
7281229,168,1,54.99,4,1,3,413
7283539,168,1,50.99,4,1,2,412
7296483,92,15,971.24,5,5,5,555
7308546,168,3,93.97999999999999,4,4,4,444
7320600,168,5,19.1,4,5,1,451
7360804,168,1,51.99,4,1,3,413
7383278,18,10,380.41,5,5,5,555
7428211,168,2,214.98,4,3,5,435
7434234,168,1,61.59,4,1,3,413
7463897,168,2,60.980000000000004,4,3,3,433
7482497,168,1,82.99,4,1,4,414
7496167,49,3,52.5,5,4,3,543
7500620,168,1,3.99,4,1,1,411
7500790,168,1,25.99,4,1,1,411
7513517,168,1,51.09,4,1,2,412
7540149,168,1,24.49,4,1,1,411
7540708,73,7,287.84000000000003,5,5,5,555
7547051,168,3,65.72,4,4,3,443
7572655,168,1,71.99,4,1,3,413
7594363,168,1,7.99,4,1,1,411
7597260,103,4,226.47,5,4,5,545
7602677,168,1,34.99,4,1,2,412
7621068,168,1,24.99,4,1,1,411
7622058,72,6,489.90000000000003,5,5,5,555
7625876,168,1,17.99,4,1,1,411
7666850,168,1,36.99,4,1,2,412
7693639,168,1,43.99,4,1,2,412
7705282,168,1,78.99,4,1,4,414
7724933,168,1,44.99,4,1,2,412
7775353,168,1,61.99,4,1,3,413
7820001,78,3,55.97,5,4,3,543
7851124,168,2,190.94,4,3,5,435
7869134,168,1,54.99,4,1,3,413
7879804,168,1,27.99,4,1,1,411
7882921,168,2,125.94,4,3,4,434
7989374,0,2,84.98,5,3,4,534
7993206,168,1,101.95,4,1,4,414
8006107,168,2,88.18,4,3,4,434
8023680,168,1,46.99,4,1,2,412
8032406,2,3,133.97,5,4,5,545
8042053,14,14,753.82,5,5,5,555
8052399,168,3,84.07,4,4,4,444
8053164,168,8,26.310000000000002,4,5,1,451
8059714,150,4,43.28,5,4,2,542
8064356,168,1,13.29,4,1,1,411
8068131,142,4,20.79,5,4,1,541
8073111,14,14,427.76000000000005,5,5,5,555
8078027,88,4,253.95999999999998,5,4,5,545
8168328,168,1,118.95,4,1,4,414
8263798,168,3,14.650000000000002,4,4,1,441
8288094,168,1,13.29,4,1,1,411
8313581,168,2,105.18,4,3,4,434
8360255,168,1,45.5,4,1,2,412
8369227,168,1,50.39,4,1,2,412
8384032,168,2,177.98,4,3,5,435
8390961,155,2,84.39,5,3,4,534
8401760,65,9,107.49,5,5,4,554
8420745,168,1,12.3,4,1,1,411
8424407,168,1,31.99,4,1,2,412
8425270,63,7,341.93,5,5,5,555
8431623,168,1,30.99,4,1,2,412
8438917,168,1,22.99,4,1,1,411
8439520,168,2,89.28,4,3,4,434
8440187,168,2,35.68,4,3,2,432
8446191,168,1,29.99,4,1,1,411
8449813,168,1,2.5,4,1,1,411
8459201,84,2,83.98,5,3,4,534
8468925,168,3,91.97,4,4,4,444
8470841,168,1,81.99,4,1,4,414
8477984,168,2,119.97999999999999,4,3,4,434
8493818,42,6,171.36,5,5,5,555
8507740,168,1,29.99,4,1,1,411
8536130,168,2,52.8,4,3,3,433
8557555,168,1,20.99,4,1,1,411
8558990,32,2,242.93,5,3,5,535
8565337,168,1,23.99,4,1,1,411
8574062,168,3,39.97,4,4,2,442
8600548,168,6,251.92000000000002,4,5,5,455
8662377,32,41,936.51,5,5,5,555
8670150,168,2,42.98,4,3,2,432
8769210,168,1,21.69,4,1,1,411
8800903,168,1,61.99,4,1,3,413
8802753,168,1,69.29,4,1,3,413
8805421,6,14,568.86,5,5,5,555
8827751,168,1,16.79,4,1,1,411
8828254,168,1,97.99,4,1,4,414
8850937,142,6,145.4,5,5,5,555
8855614,168,10,250.29000000000002,4,5,5,455
8921892,168,2,95.88,4,3,4,434
8931774,168,1,48.99,4,1,2,412
8985047,168,2,104.97999999999999,4,3,4,434
9085039,168,1,20.99,4,1,1,411
9085146,168,1,42.99,4,1,2,412
9140985,168,2,66.78,4,3,3,433
9165952,168,7,145.92999999999998,4,5,5,455
9228277,168,1,58.99,4,1,3,413
9254451,168,1,40.99,4,1,2,412
9301490,168,1,8.99,4,1,1,411
9306172,168,1,13.99,4,1,1,411
9316764,168,2,78.98,4,3,4,434
9327499,168,1,48.29,4,1,2,412
9335646,168,1,93.99,4,1,4,414
9341062,168,1,10.49,4,1,1,411
9341276,168,1,217.9,4,1,5,415
9350306,3,17,909.3600000000001,5,5,5,555
9358075,168,5,7.760000000000001,4,5,1,451
9411470,168,3,98.97,4,4,4,444
9447565,168,1,21.99,4,1,1,411
9447813,168,1,70.99,4,1,3,413
9484574,168,1,2.99,4,1,1,411
9489593,168,2,106.68,4,3,4,434
9567379,168,1,20.99,4,1,1,411
9569757,103,8,220.92000000000002,5,5,5,555
9572204,77,4,113.96000000000001,5,4,4,544
9599563,168,1,34.99,4,1,2,412
9616787,168,1,19.99,4,1,1,411
9621799,168,2,122.47999999999999,4,3,4,434
9627507,168,3,57.97,4,4,3,443
9637349,72,2,116.94,5,3,4,534
9653160,168,1,45.99,4,1,2,412
9688910,168,1,67.99,4,1,3,413
9705807,168,1,29.39,4,1,1,411
9715181,168,2,143.98,4,3,5,435
9739271,168,4,11.15,4,4,1,441
9746683,166,2,154.98,4,3,5,435
9761311,35,4,187.47,5,4,5,545
9766809,168,1,69.29,4,1,3,413
9770433,168,2,45.42,4,3,2,432
9803022,92,4,110.96,5,4,4,544
9812418,168,1,30.99,4,1,2,412
9837860,168,1,58.99,4,1,3,413
9838299,168,1,44.99,4,1,2,412
9848378,168,2,173.94,4,3,5,435
9900804,168,1,34.99,4,1,2,412
9929136,168,1,36.99,4,1,2,412
9960002,168,2,63.98,4,3,3,433
9984398,168,1,53.99,4,1,3,413
9987765,168,2,53.980000000000004,4,3,3,433
9998930,73,6,189.94000000000003,5,5,5,555
10012469,168,1,16.79,4,1,1,411
10025666,168,1,43.99,4,1,2,412
10031476,28,7,225.37000000000003,5,5,5,555
10049235,2,11,389.22,5,5,5,555
10072462,46,12,781.7600000000001,5,5,5,555
10098613,168,2,19.98,4,3,1,431
10112834,131,3,203.95,5,4,5,545
10216116,168,1,68.99,4,1,3,413
10291840,168,2,79.08,4,3,4,434
10390644,168,2,36.98,4,3,2,432
10391492,7,16,820.3499999999999,5,5,5,555
10394755,168,1,65.79,4,1,3,413
10398616,168,1,5.99,4,1,1,411
10414892,1,10,323.4,5,5,5,555
10430909,168,1,32.99,4,1,2,412
10447081,168,2,120.97999999999999,4,3,4,434
10448259,168,1,29.99,4,1,1,411
10451620,168,2,116.97999999999999,4,3,4,434
