category,item,store,date,week,units,forecast
Juices,4554495,1680,2018-08-06,2018-08-02,0.0,0.215120128
Juices,4554495,99280,2018-08-06,2018-08-02,1.0,0.411801387
Juices,4554495,122560,2018-08-06,2018-08-02,0.0,0.45482541299999996
Juices,4560545,99280,2018-08-06,2018-08-02,0.0,0.171822174
Juices,4577935,1680,2018-08-06,2018-08-02,0.0,0.0
Juices,4577935,99280,2018-08-06,2018-08-02,0.0,0.0
Juices,4577935,122560,2018-08-06,2018-08-02,0.0,0.0
Juices,4577950,1680,2018-08-06,2018-08-02,2.0,0.649313781
Juices,4577950,99280,2018-08-06,2018-08-02,0.0,0.8740762440000001
Juices,4577950,122560,2018-08-06,2018-08-02,0.0,0.24973607
Juices,4577960,99280,2018-08-06,2018-08-02,0.0,0.24867536
Juices,4577960,122560,2018-08-06,2018-08-02,0.0,0.223807824
Juices,4578020,99280,2018-08-06,2018-08-02,0.0,0.0
Juices,4578020,122560,2018-08-06,2018-08-02,1.0,0.11781878400000001
Juices,4578035,1680,2018-08-06,2018-08-02,0.0,0.126010627
Juices,4578035,99280,2018-08-06,2018-08-02,0.0,0.151212753
Juices,4578035,122560,2018-08-06,2018-08-02,0.0,0.100808502
Juices,4578060,1680,2018-08-06,2018-08-02,0.0,0.0
Juices,4578060,122560,2018-08-06,2018-08-02,0.0,0.0
Juices,4600110,1680,2018-08-06,2018-08-02,0.0,0.30431939399999997
Juices,4600110,99280,2018-08-06,2018-08-02,0.0,0.362842354
Juices,4600110,122560,2018-08-06,2018-08-02,0.0,0.181421177
Juices,4600120,1680,2018-08-06,2018-08-02,0.0,0.44496441299999995
Juices,4600120,99280,2018-08-06,2018-08-02,0.0,0.7803991240000001
Juices,4600120,122560,2018-08-06,2018-08-02,0.0,0.260133041
Juices,4600130,1680,2018-08-06,2018-08-02,1.0,0.48286695399999996
Juices,4600130,99280,2018-08-06,2018-08-02,1.0,0.580949304
Juices,4600130,122560,2018-08-06,2018-08-02,0.0,0.17353031100000002
Juices,4608880,1680,2018-08-06,2018-08-02,0.0,0.0
Juices,4608880,99280,2018-08-06,2018-08-02,1.0,0.39736754399999996
Juices,4608880,122560,2018-08-06,2018-08-02,0.0,0.21396713899999997
Juices,4630925,1680,2018-08-06,2018-08-02,3.0,1.360490204
Juices,4630925,99280,2018-08-06,2018-08-02,1.0,1.987031745
Juices,4630925,122560,2018-08-06,2018-08-02,0.0,1.217280709
Juices,4630930,1680,2018-08-06,2018-08-02,3.0,1.68687305
Juices,4630930,99280,2018-08-06,2018-08-02,4.0,2.702830682
Juices,4630930,122560,2018-08-06,2018-08-02,0.0,1.015957632
Juices,4632110,1680,2018-08-06,2018-08-02,1.0,0.503028523
Juices,4632110,99280,2018-08-06,2018-08-02,0.0,0.20121140899999998
Juices,4632110,122560,2018-08-06,2018-08-02,0.0,0.670704697
Juices,4632120,1680,2018-08-06,2018-08-02,1.0,0.210336718
Juices,4632120,99280,2018-08-06,2018-08-02,0.0,0.455729557
Juices,4632120,122560,2018-08-06,2018-08-02,0.0,0.315505078
Juices,4655385,1680,2018-08-06,2018-08-02,0.0,0.052426369
Juices,4655385,99280,2018-08-06,2018-08-02,0.0,0.7863955420000001
Juices,4655385,122560,2018-08-06,2018-08-02,0.0,0.052426369
Juices,4655390,1680,2018-08-06,2018-08-02,0.0,0.0
Juices,4655390,99280,2018-08-06,2018-08-02,0.0,1.117119258
Juices,4655390,122560,2018-08-06,2018-08-02,2.0,1.276707723
Juices,4655395,1680,2018-08-06,2018-08-02,0.0,0.0
Juices,4655395,99280,2018-08-06,2018-08-02,1.0,0.788288648
Juices,4655395,122560,2018-08-06,2018-08-02,1.0,0.210210306
Juices,4655405,1680,2018-08-06,2018-08-02,0.0,0.078184056
Juices,4655405,122560,2018-08-06,2018-08-02,0.0,0.23455216899999998
Juices,4657685,1680,2018-08-06,2018-08-02,0.0,0.317226367
Juices,4657685,99280,2018-08-06,2018-08-02,0.0,0.126890547
Juices,4657685,122560,2018-08-06,2018-08-02,0.0,0.253781093
Juices,4663535,1680,2018-08-06,2018-08-02,0.722809041,0.326094277
Juices,4663535,99280,2018-08-06,2018-08-02,0.0,1.956565661
Juices,4663535,122560,2018-08-06,2018-08-02,0.0,0.7608866459999999
Juices,4663540,1680,2018-08-06,2018-08-02,0.0,0.150958734
Juices,4663540,122560,2018-08-06,2018-08-02,0.0,0.271725722
Juices,4665375,1680,2018-08-06,2018-08-02,0.0,0.281087832
Juices,4665375,99280,2018-08-06,2018-08-02,2.0,0.456767727
Juices,4665375,122560,2018-08-06,2018-08-02,1.0,0.070271958
Juices,4683235,1680,2018-08-06,2018-08-02,1.0,0.151044861
Juices,4683235,99280,2018-08-06,2018-08-02,0.0,0.302089722
Juices,4683235,122560,2018-08-06,2018-08-02,0.0,0.0
Juices,4689165,1680,2018-08-06,2018-08-02,0.0,0.653496843
Juices,4689165,99280,2018-08-06,2018-08-02,0.0,1.4075316619999998
Juices,4689165,122560,2018-08-06,2018-08-02,0.0,0.628362349
Juices,4692495,1680,2018-08-06,2018-08-02,0.0,0.613924319
Juices,4692495,99280,2018-08-06,2018-08-02,2.0,0.8918058529999999
Juices,4692495,122560,2018-08-06,2018-08-02,0.0,0.303730979
Juices,4692505,1680,2018-08-06,2018-08-02,0.0,0.742176662
Juices,4692505,99280,2018-08-06,2018-08-02,3.0,0.901709963
Juices,4692505,122560,2018-08-06,2018-08-02,0.0,0.402301368
Juices,4693695,1680,2018-08-06,2018-08-02,1.0,0.947770694
Juices,4693695,99280,2018-08-06,2018-08-02,1.0,1.550897499
Juices,4693695,122560,2018-08-06,2018-08-02,0.0,0.603126805
Juices,4718640,1680,2018-08-06,2018-08-02,0.0,0.0
Juices,4718640,99280,2018-08-06,2018-08-02,1.0,0.729543011
Juices,4718640,122560,2018-08-06,2018-08-02,1.0,0.364771505
Juices,4735905,99280,2018-08-06,2018-08-02,0.0,0.131899249
Juices,4735905,122560,2018-08-06,2018-08-02,0.0,0.032974812
Juices,4736090,1680,2018-08-06,2018-08-02,1.0,0.713660373
Juices,4736090,99280,2018-08-06,2018-08-02,0.0,0.446037733
Juices,4736090,122560,2018-08-06,2018-08-02,0.0,0.0
Juices,4736840,1680,2018-08-06,2018-08-02,0.0,0.14499357599999999
Juices,4736840,99280,2018-08-06,2018-08-02,2.0,0.0
Juices,4736840,122560,2018-08-06,2018-08-02,0.0,0.0
Juices,4736845,1680,2018-08-06,2018-08-02,0.0,0.261553267
Juices,4736845,99280,2018-08-06,2018-08-02,0.0,0.14530737
Juices,4736845,122560,2018-08-06,2018-08-02,0.0,0.14530737
Juices,4803200,1680,2018-08-06,2018-08-02,0.0,0.277014045
Juices,4803200,99280,2018-08-06,2018-08-02,0.0,0.8864449440000001
Juices,4803200,122560,2018-08-06,2018-08-02,0.0,0.590963296
Juices,4803205,99280,2018-08-06,2018-08-02,0.0,1.389819264
Juices,4803205,122560,2018-08-06,2018-08-02,0.0,0.37723665700000003
Juices,4814990,1680,2018-08-06,2018-08-02,2.0,0.718350433
Juices,4814990,99280,2018-08-06,2018-08-02,0.0,0.538762825
Juices,4814990,122560,2018-08-06,2018-08-02,0.0,0.14965634
Juices,4818570,1680,2018-08-06,2018-08-02,0.0,0.21278730199999998
Juices,4818570,99280,2018-08-06,2018-08-02,0.0,0.141858201
Juices,4818570,122560,2018-08-06,2018-08-02,0.0,0.0
Juices,4842465,1680,2018-08-06,2018-08-02,2.0,0.7943255490000001
Juices,4842465,99280,2018-08-06,2018-08-02,3.0,0.868793569
Juices,4842465,122560,2018-08-06,2018-08-02,0.0,0.14893604
Juices,4842470,1680,2018-08-06,2018-08-02,1.0,0.19258884399999998
Juices,4842470,99280,2018-08-06,2018-08-02,1.0,0.449373969
Juices,4842470,122560,2018-08-06,2018-08-02,0.0,0.35307954700000005
Juices,4842865,1680,2018-08-06,2018-08-02,0.0,0.433045509
Juices,4842865,99280,2018-08-06,2018-08-02,1.0,0.89702284
Juices,4842865,122560,2018-08-06,2018-08-02,0.0,0.8042273740000001
Juices,4842870,1680,2018-08-06,2018-08-02,0.0,0.573412637
Juices,4842870,99280,2018-08-06,2018-08-02,4.0,1.198953696
Juices,4842870,122560,2018-08-06,2018-08-02,0.0,0.65160527
Juices,4843370,1680,2018-08-06,2018-08-02,0.0,0.065249751
Juices,4843370,99280,2018-08-06,2018-08-02,0.0,0.086999668
Juices,4843370,122560,2018-08-06,2018-08-02,0.0,0.130499502
Juices,4843385,1680,2018-08-06,2018-08-02,0.0,0.6115636170000001
Juices,4843385,99280,2018-08-06,2018-08-02,0.0,0.448479986
Juices,4843385,122560,2018-08-06,2018-08-02,0.0,0.0
Juices,4843390,1680,2018-08-06,2018-08-02,0.0,0.16089035599999998
Juices,4843390,99280,2018-08-06,2018-08-02,0.0,0.281558123
Juices,4843390,122560,2018-08-06,2018-08-02,0.0,0.0
Juices,4843395,1680,2018-08-06,2018-08-02,1.0,0.22211214399999998
Juices,4843395,99280,2018-08-06,2018-08-02,0.0,0.148074763
Juices,4843395,122560,2018-08-06,2018-08-02,0.0,0.296149526
Juices,4852210,1680,2018-08-06,2018-08-02,0.0,0.106663417
Juices,4852210,99280,2018-08-06,2018-08-02,0.0,0.213326835
Juices,4852460,1680,2018-08-06,2018-08-02,0.0,0.5940942570000001
Juices,4852460,99280,2018-08-06,2018-08-02,0.0,0.7723225340000001
Juices,4852460,122560,2018-08-06,2018-08-02,0.0,0.178228277
Juices,4852465,1680,2018-08-06,2018-08-02,0.0,0.507744045
Juices,4852465,99280,2018-08-06,2018-08-02,0.0,1.1170368990000001
Juices,4852465,122560,2018-08-06,2018-08-02,0.0,0.609292854
Juices,4859070,1680,2018-08-06,2018-08-02,0.0,0.44652277799999995
Juices,4859070,99280,2018-08-06,2018-08-02,0.0,0.30913115399999996
Juices,4859070,122560,2018-08-06,2018-08-02,0.0,0.068695812
Juices,4859750,1680,2018-08-06,2018-08-02,1.0,0.0
Juices,4859750,99280,2018-08-06,2018-08-02,0.0,0.0
Juices,4859750,122560,2018-08-06,2018-08-02,0.0,0.0
Juices,4859755,1680,2018-08-06,2018-08-02,2.0,0.588001704
Juices,4859755,99280,2018-08-06,2018-08-02,0.0,0.08820025599999999
Juices,4859755,122560,2018-08-06,2018-08-02,0.0,0.176400511
Juices,4859760,1680,2018-08-06,2018-08-02,0.0,0.0
Juices,4859760,99280,2018-08-06,2018-08-02,1.0,0.0
Juices,4859765,1680,2018-08-06,2018-08-02,1.0,0.282113638
Juices,4859765,99280,2018-08-06,2018-08-02,1.0,0.173608392
Juices,4859765,122560,2018-08-06,2018-08-02,0.0,0.325515736
Juices,4862935,99280,2018-08-06,2018-08-02,0.0,0.04541357
Juices,4862935,122560,2018-08-06,2018-08-02,0.0,0.0
Juices,4862940,1680,2018-08-06,2018-08-02,0.0,0.20923377399999998
Juices,4862940,99280,2018-08-06,2018-08-02,0.0,0.041846755
Juices,4862940,122560,2018-08-06,2018-08-02,0.0,0.0
Juices,4863075,1680,2018-08-06,2018-08-02,0.0,0.035700157999999996
Juices,4863075,99280,2018-08-06,2018-08-02,0.0,0.17850079100000002
Juices,4863075,122560,2018-08-06,2018-08-02,0.0,0.142800633
Juices,4863080,1680,2018-08-06,2018-08-02,0.0,0.176806906
Juices,4863080,99280,2018-08-06,2018-08-02,0.0,0.176806906
Juices,4863080,122560,2018-08-06,2018-08-02,0.0,0.318252431
Juices,4863120,1680,2018-08-06,2018-08-02,1.0,0.299549877
Juices,4863120,99280,2018-08-06,2018-08-02,0.0,0.748874692
Juices,4863120,122560,2018-08-06,2018-08-02,0.0,0.320946297
Juices,4863125,1680,2018-08-06,2018-08-02,1.0,0.491899295
Juices,4863125,99280,2018-08-06,2018-08-02,0.0,0.7775182409999999
Juices,4863125,122560,2018-08-06,2018-08-02,0.0,0.507767015
Juices,4863150,1680,2018-08-06,2018-08-02,0.0,0.19940070000000001
Juices,4863150,99280,2018-08-06,2018-08-02,0.0,0.19940070000000001
Juices,4863150,122560,2018-08-06,2018-08-02,0.0,0.110778167
Juices,4866715,1680,2018-08-06,2018-08-02,0.0,0.114204488
Juices,4866715,99280,2018-08-06,2018-08-02,0.0,0.3045453
Juices,4866715,122560,2018-08-06,2018-08-02,0.0,0.076136325
Juices,4876650,122560,2018-08-06,2018-08-02,0.0,0.057676372000000004
Juices,4884920,1680,2018-08-06,2018-08-02,0.0,0.932023133
Juices,4884920,99280,2018-08-06,2018-08-02,0.0,0.150326312
Juices,4884920,122560,2018-08-06,2018-08-02,0.0,0.060130525
Juices,4897055,1680,2018-08-06,2018-08-02,0.0,0.554682539
Juices,4897055,122560,2018-08-06,2018-08-02,8.0,0.63685773
Juices,4897065,1680,2018-08-06,2018-08-02,0.0,0.077591153
Juices,4897065,122560,2018-08-06,2018-08-02,0.0,0.038795576
Juices,4897115,1680,2018-08-06,2018-08-02,0.0,0.041432936000000004
Juices,4897115,99280,2018-08-06,2018-08-02,0.0,0.08286587299999999
Juices,4897115,122560,2018-08-06,2018-08-02,1.0,0.08286587299999999
Juices,4897120,1680,2018-08-06,2018-08-02,0.0,0.040059985
Juices,4897120,122560,2018-08-06,2018-08-02,0.0,0.040059985
Juices,4897125,1680,2018-08-06,2018-08-02,0.0,0.12096544599999999
Juices,4899805,122560,2018-08-06,2018-08-02,0.0,0.0
Salads,116805,1680,2018-08-06,2018-08-02,5.0,12.67701849
Salads,116805,99280,2018-08-06,2018-08-02,16.0,19.01552773
Salads,116805,122560,2018-08-06,2018-08-02,8.0,12.82793537
Salads,116880,1680,2018-08-06,2018-08-02,21.0,17.00874904
Salads,116880,99280,2018-08-06,2018-08-02,21.0,18.57878742
Salads,116880,122560,2018-08-06,2018-08-02,12.0,16.74707598
Salads,116935,1680,2018-08-06,2018-08-02,2.0,3.63538979
Salads,116935,99280,2018-08-06,2018-08-02,6.0,9.184142628
Salads,116935,122560,2018-08-06,2018-08-02,1.0,3.826726095
Salads,118705,1680,2018-08-06,2018-08-02,19.0,9.489389537000001
Salads,118705,99280,2018-08-06,2018-08-02,14.0,12.59437361
Salads,118705,122560,2018-08-06,2018-08-02,12.0,11.75707454
Salads,118710,1680,2018-08-06,2018-08-02,3.0,4.357214515
Salads,118710,99280,2018-08-06,2018-08-02,2.0,5.7188440510000005
Salads,118710,122560,2018-08-06,2018-08-02,2.0,3.4721553160000003
Salads,118780,1680,2018-08-06,2018-08-02,0.0,3.1412986939999996
Salads,118780,99280,2018-08-06,2018-08-02,0.0,4.326694427
Salads,118780,122560,2018-08-06,2018-08-02,5.0,4.445234001
Salads,118785,1680,2018-08-06,2018-08-02,3.0,5.893569229
Salads,118785,99280,2018-08-06,2018-08-02,3.0,6.832961667999999
Salads,118785,122560,2018-08-06,2018-08-02,7.0,5.35677355
Salads,119040,1680,2018-08-06,2018-08-02,6.0,4.006149153
Salads,119040,99280,2018-08-06,2018-08-02,12.0,8.203067313
Salads,119040,122560,2018-08-06,2018-08-02,7.0,4.642045844
Salads,119140,1680,2018-08-06,2018-08-02,8.0,11.34868672
Salads,119140,99280,2018-08-06,2018-08-02,15.0,13.8968326
Salads,119140,122560,2018-08-06,2018-08-02,9.0,12.19806868
Salads,119195,1680,2018-08-06,2018-08-02,0.0,3.7351070369999997
Salads,119195,99280,2018-08-06,2018-08-02,5.0,7.161661753
Salads,119195,122560,2018-08-06,2018-08-02,2.0,6.430879941000001
Salads,119215,1680,2018-08-06,2018-08-02,4.0,8.759341733
Salads,119215,99280,2018-08-06,2018-08-02,9.0,12.80211484
Salads,119215,122560,2018-08-06,2018-08-02,5.0,9.26843168
Salads,119250,1680,2018-08-06,2018-08-02,11.0,13.75503917
Salads,119250,99280,2018-08-06,2018-08-02,15.0,16.45879687
Salads,119250,122560,2018-08-06,2018-08-02,13.0,11.47128267
Salads,120045,1680,2018-08-06,2018-08-02,4.0,1.558305169
Salads,120045,99280,2018-08-06,2018-08-02,1.0,2.8939953139999997
Salads,120045,122560,2018-08-06,2018-08-02,5.0,2.849472309
Salads,120775,1680,2018-08-06,2018-08-02,9.0,5.15273241
Salads,120775,99280,2018-08-06,2018-08-02,7.0,5.511734258
Salads,120775,122560,2018-08-06,2018-08-02,6.0,5.765147327
Salads,120780,1680,2018-08-06,2018-08-02,8.0,5.642842032999999
Salads,120780,99280,2018-08-06,2018-08-02,5.0,8.221697441
Salads,120780,122560,2018-08-06,2018-08-02,5.0,6.8939699039999995
Salads,120790,1680,2018-08-06,2018-08-02,11.0,4.428346092
Salads,120790,99280,2018-08-06,2018-08-02,4.0,4.28002828
Salads,120790,122560,2018-08-06,2018-08-02,5.0,4.809734751000001
Salads,120800,1680,2018-08-06,2018-08-02,17.0,11.63288957
Salads,120800,99280,2018-08-06,2018-08-02,23.0,14.71510817
Salads,120800,122560,2018-08-06,2018-08-02,13.0,11.59974743
Salads,120805,1680,2018-08-06,2018-08-02,19.0,6.0080691139999995
Salads,120805,99280,2018-08-06,2018-08-02,17.0,13.44953543
Salads,120805,122560,2018-08-06,2018-08-02,14.0,8.539387574
Salads,120820,1680,2018-08-06,2018-08-02,15.0,10.74875433
Salads,120820,99280,2018-08-06,2018-08-02,8.0,17.71350841
Salads,120820,122560,2018-08-06,2018-08-02,12.0,11.73588483
Salads,120870,1680,2018-08-06,2018-08-02,4.0,3.1425255260000005
Salads,120870,99280,2018-08-06,2018-08-02,5.0,4.586388605
Salads,120870,122560,2018-08-06,2018-08-02,1.0,3.7158241010000004
Salads,122140,1680,2018-08-06,2018-08-02,10.0,26.25060787
Salads,122140,99280,2018-08-06,2018-08-02,52.0,48.43422015
Salads,122140,122560,2018-08-06,2018-08-02,35.0,33.83000873
Salads,122930,1680,2018-08-06,2018-08-02,32.0,27.09917904
Salads,122930,99280,2018-08-06,2018-08-02,22.0,31.07148106
Salads,122930,122560,2018-08-06,2018-08-02,15.0,17.16842399
Salads,122935,1680,2018-08-06,2018-08-02,17.0,16.38284549
Salads,122935,99280,2018-08-06,2018-08-02,19.0,24.42067906
Salads,122935,122560,2018-08-06,2018-08-02,15.0,12.08234855
Salads,123075,1680,2018-08-06,2018-08-02,9.0,7.890567898
Salads,123075,99280,2018-08-06,2018-08-02,10.0,11.80526825
Salads,123075,122560,2018-08-06,2018-08-02,5.0,7.447105748999999
Salads,123205,1680,2018-08-06,2018-08-02,20.0,12.40359478
Salads,123205,99280,2018-08-06,2018-08-02,21.0,12.70507104
Salads,123205,122560,2018-08-06,2018-08-02,9.0,7.924518885
Salads,124100,1680,2018-08-06,2018-08-02,2.0,2.0617014019999997
Salads,124100,99280,2018-08-06,2018-08-02,3.0,2.298678574
Salads,124100,122560,2018-08-06,2018-08-02,1.0,2.867423788
Salads,124885,1680,2018-08-06,2018-08-02,2.0,1.519854338
Salads,124885,99280,2018-08-06,2018-08-02,4.0,2.741698022
Salads,124885,122560,2018-08-06,2018-08-02,2.0,1.877467124
Salads,125410,1680,2018-08-06,2018-08-02,1.0,1.381033774
Salads,125410,99280,2018-08-06,2018-08-02,0.0,1.304309675
Salads,125410,122560,2018-08-06,2018-08-02,2.0,1.3426717240000001
Salads,126040,1680,2018-08-06,2018-08-02,12.0,16.07560106
Salads,126040,99280,2018-08-06,2018-08-02,17.0,16.64746039
Salads,126040,122560,2018-08-06,2018-08-02,5.0,10.6111675
Salads,126410,1680,2018-08-06,2018-08-02,1.0,5.024820064
Salads,126410,99280,2018-08-06,2018-08-02,1.0,5.8508178829999995
Salads,126410,122560,2018-08-06,2018-08-02,4.0,3.9923227910000003
Salads,126415,1680,2018-08-06,2018-08-02,3.0,2.052470244
Salads,126415,99280,2018-08-06,2018-08-02,0.0,3.736548393
Salads,126415,122560,2018-08-06,2018-08-02,1.0,1.929672879
Salads,127535,1680,2018-08-06,2018-08-02,14.0,20.50897373
Salads,127535,99280,2018-08-06,2018-08-02,15.0,25.58477325
Salads,127535,122560,2018-08-06,2018-08-02,5.0,10.42596658
Salads,128110,1680,2018-08-06,2018-08-02,4.0,2.018226663
Salads,128110,99280,2018-08-06,2018-08-02,0.0,3.371355902
Salads,128110,122560,2018-08-06,2018-08-02,2.0,3.325487115
Salads,128420,1680,2018-08-06,2018-08-02,25.0,20.86863609
Salads,128420,99280,2018-08-06,2018-08-02,27.0,25.45541341
Salads,128420,122560,2018-08-06,2018-08-02,34.0,21.78118865
Salads,128425,1680,2018-08-06,2018-08-02,24.0,27.46848949
Salads,128425,99280,2018-08-06,2018-08-02,52.0,47.50098256
Salads,128425,122560,2018-08-06,2018-08-02,29.0,30.59729672
Salads,128500,1680,2018-08-06,2018-08-02,22.0,13.33743227
Salads,128500,99280,2018-08-06,2018-08-02,24.0,18.80136763
Salads,128500,122560,2018-08-06,2018-08-02,20.0,12.14962024
Salads,128950,1680,2018-08-06,2018-08-02,8.0,13.51964976
Salads,128950,99280,2018-08-06,2018-08-02,16.0,12.02125029
Salads,128950,122560,2018-08-06,2018-08-02,11.0,10.86339615
Salads,129585,1680,2018-08-06,2018-08-02,4.0,5.463602058999999
Salads,129585,99280,2018-08-06,2018-08-02,7.0,11.56406571
Salads,129585,122560,2018-08-06,2018-08-02,3.0,5.128411748
Salads,129595,1680,2018-08-06,2018-08-02,0.0,3.5855480610000003
Salads,129595,99280,2018-08-06,2018-08-02,9.0,8.267503381000001
Salads,129595,122560,2018-08-06,2018-08-02,5.0,4.5041595480000005
Salads,1058330,1680,2018-08-06,2018-08-02,1.0,3.153842398
Salads,1058330,99280,2018-08-06,2018-08-02,5.0,6.283424471
Salads,1058330,122560,2018-08-06,2018-08-02,3.0,3.5905282689999996
Salads,1058335,1680,2018-08-06,2018-08-02,2.0,2.577740711
Salads,1058335,99280,2018-08-06,2018-08-02,0.0,4.97892384
Salads,1058335,122560,2018-08-06,2018-08-02,1.0,3.0014789110000004
Salads,1058340,1680,2018-08-06,2018-08-02,5.0,2.21670397
Salads,1058340,99280,2018-08-06,2018-08-02,6.0,3.972794129
Salads,1058340,122560,2018-08-06,2018-08-02,3.0,2.21670397
Salads,1098010,99280,2018-08-06,2018-08-02,3.0,1.6353852340000001
Salads,1098010,122560,2018-08-06,2018-08-02,2.0,1.6881395959999999
Salads,1098015,1680,2018-08-06,2018-08-02,0.0,1.5902762190000002
Salads,1098015,99280,2018-08-06,2018-08-02,1.0,2.032019613
Salads,1098015,122560,2018-08-06,2018-08-02,1.0,1.5902762190000002
Salads,1098020,1680,2018-08-06,2018-08-02,0.0,2.378421403
Salads,1098020,99280,2018-08-06,2018-08-02,2.0,3.666732997
Salads,1098020,122560,2018-08-06,2018-08-02,1.0,2.923476308
Salads,1098035,1680,2018-08-06,2018-08-02,3.0,3.3137735360000002
Salads,1098035,99280,2018-08-06,2018-08-02,2.0,3.062730086
Salads,1098035,122560,2018-08-06,2018-08-02,1.0,2.058556288
Salads,1124865,1680,2018-08-06,2018-08-02,1.0,2.0326996719999997
Salads,1124865,99280,2018-08-06,2018-08-02,2.0,2.634981056
Salads,1124865,122560,2018-08-06,2018-08-02,0.0,1.279847942
Salads,1124875,1680,2018-08-06,2018-08-02,1.0,2.128434831
Salads,1124875,99280,2018-08-06,2018-08-02,1.0,1.99943878
Salads,1124875,122560,2018-08-06,2018-08-02,0.0,0.709478277
Salads,1124915,1680,2018-08-06,2018-08-02,0.0,1.159209376
Salads,1124915,99280,2018-08-06,2018-08-02,3.0,1.0
Salads,1124915,122560,2018-08-06,2018-08-02,2.0,2.7957402589999996
Salads,1125015,1680,2018-08-06,2018-08-02,3.0,2.204356498
Salads,1125015,99280,2018-08-06,2018-08-02,0.0,3.06693078
Salads,1125015,122560,2018-08-06,2018-08-02,0.0,2.060594118
Salads,1154165,1680,2018-08-06,2018-08-02,1.0,2.171615947
Salads,1154165,99280,2018-08-06,2018-08-02,2.0,2.544862438
Salads,1154165,122560,2018-08-06,2018-08-02,2.0,1.934095453
Salads,1154170,1680,2018-08-06,2018-08-02,4.0,1.697480626
Salads,1154170,99280,2018-08-06,2018-08-02,1.0,1.606544164
Salads,1154170,122560,2018-08-06,2018-08-02,0.0,1.970290012
Salads,1154180,1680,2018-08-06,2018-08-02,5.0,2.6727216609999997
Salads,1154180,99280,2018-08-06,2018-08-02,2.0,4.169445791
Salads,1154180,122560,2018-08-06,2018-08-02,2.0,2.316358773
Salads,1172600,1680,2018-08-06,2018-08-02,10.0,7.5650719539999995
Salads,1172600,99280,2018-08-06,2018-08-02,17.0,15.49254257
Salads,1172600,122560,2018-08-06,2018-08-02,9.0,11.64205684
Salads,1173230,1680,2018-08-06,2018-08-02,0.0,1.539955468
Salads,1173230,99280,2018-08-06,2018-08-02,4.0,5.38984414
Salads,1173230,122560,2018-08-06,2018-08-02,6.0,1.154966601
Salads,1173270,1680,2018-08-06,2018-08-02,2.0,0.921420274
Salads,1173270,99280,2018-08-06,2018-08-02,4.0,1.642531792
Salads,1173270,122560,2018-08-06,2018-08-02,0.0,0.801235021
Salads,1173275,1680,2018-08-06,2018-08-02,3.0,1.083377368
Salads,1173275,99280,2018-08-06,2018-08-02,3.0,2.039298575
Salads,1173275,122560,2018-08-06,2018-08-02,1.0,0.9240571670000001
Salads,1185260,1680,2018-08-06,2018-08-02,0.0,0.6791134320000001
Salads,1185260,99280,2018-08-06,2018-08-02,1.0,0.905484576
Salads,1185260,122560,2018-08-06,2018-08-02,0.8787781309999999,0.31691960199999997
Salads,1185630,1680,2018-08-06,2018-08-02,0.0,0.6815233740000001
Salads,1185630,99280,2018-08-06,2018-08-02,2.0,0.561254544
Salads,1185630,122560,2018-08-06,2018-08-02,1.0,1.122509087
Salads,1206950,1680,2018-08-06,2018-08-02,0.0,0.930091645
Salads,1206950,99280,2018-08-06,2018-08-02,2.0,2.2685162080000003
Salads,1206950,122560,2018-08-06,2018-08-02,0.0,2.200460722
Salads,1206965,1680,2018-08-06,2018-08-02,1.0,0.435028375
Salads,1206965,99280,2018-08-06,2018-08-02,0.0,0.642184744
Salads,1206965,122560,2018-08-06,2018-08-02,0.0,0.5593221970000001
Salads,1206970,1680,2018-08-06,2018-08-02,3.0,1.134888045
Salads,1206970,99280,2018-08-06,2018-08-02,1.0,2.8693395839999996
Salads,1206970,122560,2018-08-06,2018-08-02,1.0,2.633796783
Salads,1206975,1680,2018-08-06,2018-08-02,0.0,0.941138638
Salads,1206975,99280,2018-08-06,2018-08-02,0.0,1.7904588719999999
Salads,1206975,122560,2018-08-06,2018-08-02,0.0,2.272505491
Salads,1221090,1680,2018-08-06,2018-08-02,3.0,1.195630919
Salads,1221090,99280,2018-08-06,2018-08-02,7.0,3.097771017
Salads,1221090,122560,2018-08-06,2018-08-02,0.0,3.423852176
Salads,1221105,1680,2018-08-06,2018-08-02,3.0,4.392477787
Salads,1221105,99280,2018-08-06,2018-08-02,9.0,3.2394523680000002
Salads,1221105,122560,2018-08-06,2018-08-02,0.0,4.1728538980000005
Salads,1221115,1680,2018-08-06,2018-08-02,6.0,2.189735932
Salads,1221115,99280,2018-08-06,2018-08-02,7.0,5.397953693
Salads,1221115,122560,2018-08-06,2018-08-02,1.0,5.092409145
Salads,1223765,1680,2018-08-06,2018-08-02,4.214066701,2.705197367
Salads,1223765,99280,2018-08-06,2018-08-02,7.0,3.901726972
Salads,1223765,122560,2018-08-06,2018-08-02,4.0,4.317911182
Salads,1228570,1680,2018-08-06,2018-08-02,1.0,0.0
Salads,1228570,99280,2018-08-06,2018-08-02,6.0,0.0
Salads,1228570,122560,2018-08-06,2018-08-02,0.0,0.0
Salads,1228575,1680,2018-08-06,2018-08-02,1.0,0.0
Salads,1228575,99280,2018-08-06,2018-08-02,3.0,0.0
Salads,1228575,122560,2018-08-06,2018-08-02,1.0,1.5811861409999999
Salads,1228580,1680,2018-08-06,2018-08-02,0.0,0.0
Salads,1228580,99280,2018-08-06,2018-08-02,0.0,0.0
