category,item,store,date,week,units,forecast
Juices,60970,1680,2018-08-01,2018-07-26,1.0,1.157556677
Juices,60970,99280,2018-08-01,2018-07-26,0.0,0.97478457
Juices,60970,122560,2018-08-01,2018-07-26,1.0,1.0052465879999999
Juices,60990,1680,2018-08-01,2018-07-26,4.0,0.743024516
Juices,60990,99280,2018-08-01,2018-07-26,0.0,0.697718143
Juices,60990,122560,2018-08-01,2018-07-26,0.0,0.39869608100000004
Juices,61025,1680,2018-08-01,2018-07-26,0.0,0.720818715
Juices,61025,99280,2018-08-01,2018-07-26,0.0,0.8187076759999999
Juices,61025,122560,2018-08-01,2018-07-26,0.0,0.7564147
Juices,61040,1680,2018-08-01,2018-07-26,0.0,1.01117876
Juices,61040,99280,2018-08-01,2018-07-26,2.0,0.8654232629999999
Juices,61040,122560,2018-08-01,2018-07-26,0.0,0.601241425
Juices,61045,1680,2018-08-01,2018-07-26,2.0,1.132212926
Juices,61045,99280,2018-08-01,2018-07-26,0.0,0.9180104809999999
Juices,61045,122560,2018-08-01,2018-07-26,0.0,1.132212926
Juices,61085,1680,2018-08-01,2018-07-26,2.0,0.837186911
Juices,61085,99280,2018-08-01,2018-07-26,0.0,0.40907996799999996
Juices,61085,122560,2018-08-01,2018-07-26,0.0,0.332972067
Juices,61130,1680,2018-08-01,2018-07-26,2.0,1.623728745
Juices,61130,99280,2018-08-01,2018-07-26,4.0,1.6812058680000002
Juices,61130,122560,2018-08-01,2018-07-26,0.0,1.034588227
Juices,61135,1680,2018-08-01,2018-07-26,1.0,1.324527581
Juices,61135,99280,2018-08-01,2018-07-26,3.0,1.51912642
Juices,61135,122560,2018-08-01,2018-07-26,3.0,0.822337029
Juices,61150,1680,2018-08-01,2018-07-26,4.0,0.7341898640000001
Juices,61150,99280,2018-08-01,2018-07-26,0.0,0.948799209
Juices,61150,122560,2018-08-01,2018-07-26,0.0,0.40662823200000003
Juices,61200,1680,2018-08-01,2018-07-26,0.0,0.317536592
Juices,61200,99280,2018-08-01,2018-07-26,0.0,0.734303368
Juices,61200,122560,2018-08-01,2018-07-26,0.0,0.17861433300000001
Juices,61215,1680,2018-08-01,2018-07-26,1.0,0.468417441
Juices,61215,99280,2018-08-01,2018-07-26,0.0,0.361958932
Juices,61215,122560,2018-08-01,2018-07-26,1.0,0.21291701899999999
Juices,61220,1680,2018-08-01,2018-07-26,0.0,0.16103078
Juices,61220,99280,2018-08-01,2018-07-26,1.0,0.16103078
Juices,61220,122560,2018-08-01,2018-07-26,0.0,0.128824624
Juices,61230,1680,2018-08-01,2018-07-26,2.0,3.987193265
Juices,61230,99280,2018-08-01,2018-07-26,1.0,3.86194112
Juices,61230,122560,2018-08-01,2018-07-26,4.0,2.661608069
Juices,61295,1680,2018-08-01,2018-07-26,0.0,0.7560916040000001
Juices,61295,99280,2018-08-01,2018-07-26,0.0,0.927930606
Juices,61295,122560,2018-08-01,2018-07-26,0.0,0.6873560040000001
Juices,61300,1680,2018-08-01,2018-07-26,0.0,0.7553969209999999
Juices,61300,99280,2018-08-01,2018-07-26,3.0,1.258994868
Juices,61300,122560,2018-08-01,2018-07-26,1.0,0.7553969209999999
Juices,61310,1680,2018-08-01,2018-07-26,0.0,0.153936554
Juices,61310,99280,2018-08-01,2018-07-26,0.0,0.246298486
Juices,61310,122560,2018-08-01,2018-07-26,0.0,0.492596973
Juices,61320,1680,2018-08-01,2018-07-26,1.0,1.699991566
Juices,61320,99280,2018-08-01,2018-07-26,0.0,1.144225093
Juices,61320,122560,2018-08-01,2018-07-26,0.0,0.392305746
Juices,61360,1680,2018-08-01,2018-07-26,0.0,0.24829697
Juices,61360,99280,2018-08-01,2018-07-26,0.0,0.186222728
Juices,61360,122560,2018-08-01,2018-07-26,1.0,0.558668183
Juices,61365,1680,2018-08-01,2018-07-26,2.0,0.35360220600000003
Juices,61365,99280,2018-08-01,2018-07-26,0.0,0.49504308799999996
Juices,61365,122560,2018-08-01,2018-07-26,1.0,0.884005514
Juices,61370,1680,2018-08-01,2018-07-26,0.0,0.5484168429999999
Juices,61370,99280,2018-08-01,2018-07-26,4.0,0.76169006
Juices,61370,122560,2018-08-01,2018-07-26,3.0,1.2796393
Juices,61405,1680,2018-08-01,2018-07-26,1.0,0.290633803
Juices,61405,99280,2018-08-01,2018-07-26,0.0,0.581267607
Juices,61405,122560,2018-08-01,2018-07-26,0.0,0.0
Juices,61410,1680,2018-08-01,2018-07-26,0.0,1.039811032
Juices,61410,99280,2018-08-01,2018-07-26,0.0,0.606556435
Juices,61410,122560,2018-08-01,2018-07-26,0.0,0.34660367700000005
Juices,61415,1680,2018-08-01,2018-07-26,2.0,0.6862672809999999
Juices,61415,99280,2018-08-01,2018-07-26,0.0,0.600483871
Juices,61415,122560,2018-08-01,2018-07-26,0.0,0.300241935
Juices,61430,1680,2018-08-01,2018-07-26,0.0,0.0
Juices,61430,99280,2018-08-01,2018-07-26,0.0,0.284445752
Juices,61430,122560,2018-08-01,2018-07-26,0.0,0.650161718
Juices,61465,1680,2018-08-01,2018-07-26,6.0,3.341244928
Juices,61465,99280,2018-08-01,2018-07-26,9.0,6.9113422479999995
Juices,61465,122560,2018-08-01,2018-07-26,2.0,4.073572583
Juices,61530,1680,2018-08-01,2018-07-26,0.0,0.7311261609999999
Juices,61530,99280,2018-08-01,2018-07-26,2.0,1.084083617
Juices,61530,122560,2018-08-01,2018-07-26,1.0,0.958027383
Juices,61555,1680,2018-08-01,2018-07-26,1.0,1.4748003769999998
Juices,61555,99280,2018-08-01,2018-07-26,0.0,0.641217555
Juices,61555,122560,2018-08-01,2018-07-26,0.0,0.19236526699999998
Juices,61565,1680,2018-08-01,2018-07-26,2.0,2.8357333419999997
Juices,61565,99280,2018-08-01,2018-07-26,1.0,2.154066673
Juices,61565,122560,2018-08-01,2018-07-26,0.0,1.6087333380000002
Juices,61575,1680,2018-08-01,2018-07-26,1.0,1.306684467
Juices,61575,99280,2018-08-01,2018-07-26,0.0,1.415574839
Juices,61575,122560,2018-08-01,2018-07-26,2.0,0.544451861
Juices,61600,1680,2018-08-01,2018-07-26,30.0,9.085878431
Juices,61600,99280,2018-08-01,2018-07-26,11.0,11.81164196
Juices,61600,122560,2018-08-01,2018-07-26,16.0,8.225111001
Juices,61605,1680,2018-08-01,2018-07-26,19.0,11.05645329
Juices,61605,99280,2018-08-01,2018-07-26,12.0,13.62026855
Juices,61605,122560,2018-08-01,2018-07-26,10.0,10.94962765
Juices,61630,1680,2018-08-01,2018-07-26,0.0,0.42789607
Juices,61630,99280,2018-08-01,2018-07-26,0.0,0.256737642
Juices,61630,122560,2018-08-01,2018-07-26,0.0,0.142632023
Juices,61745,1680,2018-08-01,2018-07-26,1.0,0.13562416800000002
Juices,61745,99280,2018-08-01,2018-07-26,1.0,0.050859062999999996
Juices,61745,122560,2018-08-01,2018-07-26,0.0,0.06781208400000001
Juices,61775,1680,2018-08-01,2018-07-26,0.0,0.591454577
Juices,61775,99280,2018-08-01,2018-07-26,0.0,0.280162695
Juices,61775,122560,2018-08-01,2018-07-26,0.0,0.24903350600000002
Juices,61890,1680,2018-08-01,2018-07-26,0.0,0.299740197
Juices,61890,99280,2018-08-01,2018-07-26,0.0,0.638156548
Juices,61890,122560,2018-08-01,2018-07-26,0.0,0.39643058299999995
Juices,61945,1680,2018-08-01,2018-07-26,0.0,0.43151023299999997
Juices,61945,99280,2018-08-01,2018-07-26,0.0,0.683224535
Juices,61945,122560,2018-08-01,2018-07-26,1.0,0.611306163
Juices,61950,1680,2018-08-01,2018-07-26,0.0,0.692810914
Juices,61950,99280,2018-08-01,2018-07-26,0.0,1.125817734
Juices,61950,122560,2018-08-01,2018-07-26,3.0,0.692810914
Juices,61965,1680,2018-08-01,2018-07-26,3.0,1.292561895
Juices,61965,99280,2018-08-01,2018-07-26,2.0,1.155055311
Juices,61965,122560,2018-08-01,2018-07-26,0.0,0.605028972
Juices,61970,1680,2018-08-01,2018-07-26,2.0,1.5730855240000001
Juices,61970,99280,2018-08-01,2018-07-26,1.0,2.397082703
Juices,61970,122560,2018-08-01,2018-07-26,2.0,1.369761545
Juices,61975,1680,2018-08-01,2018-07-26,1.0,0.464353911
Juices,61975,99280,2018-08-01,2018-07-26,0.0,0.39801763799999995
Juices,61975,122560,2018-08-01,2018-07-26,2.0,0.265345092
Juices,61980,1680,2018-08-01,2018-07-26,0.0,0.429684484
Juices,61980,99280,2018-08-01,2018-07-26,0.0,0.935195643
Juices,61980,122560,2018-08-01,2018-07-26,0.0,0.505511158
Juices,62020,1680,2018-08-01,2018-07-26,2.0,1.340770341
Juices,62020,99280,2018-08-01,2018-07-26,3.0,1.222467075
Juices,62020,122560,2018-08-01,2018-07-26,0.0,0.67038517
Juices,62055,1680,2018-08-01,2018-07-26,0.0,0.05553607
Juices,62055,99280,2018-08-01,2018-07-26,1.0,0.472056594
Juices,62055,122560,2018-08-01,2018-07-26,1.0,0.583128734
Juices,62110,1680,2018-08-01,2018-07-26,0.0,0.26341174
Juices,62110,99280,2018-08-01,2018-07-26,1.0,0.731699277
Juices,62110,122560,2018-08-01,2018-07-26,0.0,0.35121565299999996
Juices,62115,1680,2018-08-01,2018-07-26,1.0,0.46707593299999994
Juices,62115,99280,2018-08-01,2018-07-26,0.0,0.40479914200000006
Juices,62115,122560,2018-08-01,2018-07-26,2.0,1.1209822390000002
Juices,62130,1680,2018-08-01,2018-07-26,1.0,0.8734944920000001
Juices,62130,99280,2018-08-01,2018-07-26,0.0,1.612605216
Juices,62130,122560,2018-08-01,2018-07-26,2.0,1.612605216
Juices,62360,1680,2018-08-01,2018-07-26,3.0,0.891930557
Juices,62360,99280,2018-08-01,2018-07-26,0.0,1.337895835
Juices,62360,122560,2018-08-01,2018-07-26,1.0,0.891930557
Juices,62385,1680,2018-08-01,2018-07-26,0.0,0.7020948090000001
Juices,62385,99280,2018-08-01,2018-07-26,1.0,0.36952358399999996
Juices,62385,122560,2018-08-01,2018-07-26,0.0,0.22171415
Juices,62485,1680,2018-08-01,2018-07-26,1.0,0.139860976
Juices,62485,99280,2018-08-01,2018-07-26,3.0,1.006999028
Juices,62485,122560,2018-08-01,2018-07-26,3.0,0.503499514
Juices,62525,1680,2018-08-01,2018-07-26,2.0,1.240165892
Juices,62525,99280,2018-08-01,2018-07-26,2.0,1.794282568
Juices,62525,122560,2018-08-01,2018-07-26,1.0,1.1873928759999999
Juices,62530,1680,2018-08-01,2018-07-26,0.0,0.28132008
Juices,62530,99280,2018-08-01,2018-07-26,1.0,0.406351226
Juices,62530,122560,2018-08-01,2018-07-26,0.0,0.18754672
Juices,62630,1680,2018-08-01,2018-07-26,2.0,1.0262112909999999
Juices,62630,99280,2018-08-01,2018-07-26,0.0,0.947271961
Juices,62630,122560,2018-08-01,2018-07-26,2.0,0.710453971
Juices,62695,1680,2018-08-01,2018-07-26,1.0,0.35801291799999996
Juices,62695,99280,2018-08-01,2018-07-26,0.0,0.21480775100000002
Juices,62695,122560,2018-08-01,2018-07-26,0.0,0.035801292
Juices,62725,1680,2018-08-01,2018-07-26,6.0,2.023579598
Juices,62725,99280,2018-08-01,2018-07-26,7.0,3.01499779
Juices,62725,122560,2018-08-01,2018-07-26,1.0,1.398850326
Juices,62730,1680,2018-08-01,2018-07-26,1.0,0.97206627
Juices,62730,99280,2018-08-01,2018-07-26,3.0,2.032502201
Juices,62730,122560,2018-08-01,2018-07-26,1.0,0.820575423
Juices,62735,1680,2018-08-01,2018-07-26,2.0,1.577056455
Juices,62735,99280,2018-08-01,2018-07-26,4.0,2.490089139
Juices,62735,122560,2018-08-01,2018-07-26,1.0,1.203543084
Juices,62740,1680,2018-08-01,2018-07-26,1.0,1.29943205
Juices,62740,99280,2018-08-01,2018-07-26,8.0,1.860239566
Juices,62740,122560,2018-08-01,2018-07-26,0.0,0.9164415509999999
Juices,62930,1680,2018-08-01,2018-07-26,1.0,0.5622105860000001
Juices,62930,99280,2018-08-01,2018-07-26,0.0,0.5918006170000001
Juices,62930,122560,2018-08-01,2018-07-26,0.0,0.384670401
Juices,62955,1680,2018-08-01,2018-07-26,0.0,0.48458928100000004
Juices,62955,99280,2018-08-01,2018-07-26,1.0,0.8946263659999999
Juices,62955,122560,2018-08-01,2018-07-26,0.0,0.745521971
Juices,63235,1680,2018-08-01,2018-07-26,0.0,0.322814135
Juices,63235,99280,2018-08-01,2018-07-26,0.0,0.581065443
Juices,63235,122560,2018-08-01,2018-07-26,0.0,0.435799082
Juices,63295,1680,2018-08-01,2018-07-26,1.0,1.194364774
Juices,63295,99280,2018-08-01,2018-07-26,3.0,1.6482233880000001
Juices,63295,122560,2018-08-01,2018-07-26,2.0,1.26602666
Juices,63575,1680,2018-08-01,2018-07-26,2.0,0.180391816
Juices,63575,99280,2018-08-01,2018-07-26,0.0,0.405881586
Juices,63635,1680,2018-08-01,2018-07-26,2.0,1.522065855
Juices,63635,99280,2018-08-01,2018-07-26,2.0,1.268388212
Juices,63635,122560,2018-08-01,2018-07-26,0.0,0.53906499
Juices,63645,1680,2018-08-01,2018-07-26,1.0,0.830406657
Juices,63645,99280,2018-08-01,2018-07-26,0.0,0.593147612
Juices,63645,122560,2018-08-01,2018-07-26,0.0,0.266916425
Juices,63650,1680,2018-08-01,2018-07-26,1.0,0.683206944
Juices,63650,99280,2018-08-01,2018-07-26,0.0,1.110211284
Juices,63650,122560,2018-08-01,2018-07-26,0.0,0.199268692
Juices,63825,1680,2018-08-01,2018-07-26,4.0,10.66362546
Juices,63825,99280,2018-08-01,2018-07-26,9.0,16.82602208
Juices,63825,122560,2018-08-01,2018-07-26,6.0,6.108810564
Juices,63835,1680,2018-08-01,2018-07-26,6.0,3.853220005
Juices,63835,99280,2018-08-01,2018-07-26,0.0,6.456747035
Juices,63835,122560,2018-08-01,2018-07-26,3.0,2.968020815
Juices,63845,1680,2018-08-01,2018-07-26,3.0,1.66758751
Juices,63845,99280,2018-08-01,2018-07-26,1.0,2.7358857580000002
Juices,63845,122560,2018-08-01,2018-07-26,5.0,1.250690632
Juices,63905,1680,2018-08-01,2018-07-26,1.0,0.8340332140000001
Juices,63905,99280,2018-08-01,2018-07-26,0.0,0.516306276
Juices,63905,122560,2018-08-01,2018-07-26,1.0,0.675169745
Juices,63960,1680,2018-08-01,2018-07-26,3.0,0.9014032120000001
Juices,63960,99280,2018-08-01,2018-07-26,2.0,1.169387951
Juices,63960,122560,2018-08-01,2018-07-26,0.0,0.255803614
Juices,63965,1680,2018-08-01,2018-07-26,0.0,0.734098041
Juices,63965,99280,2018-08-01,2018-07-26,0.0,0.84066066
Juices,63965,122560,2018-08-01,2018-07-26,0.0,0.09472232800000001
Juices,64210,1680,2018-08-01,2018-07-26,0.0,0.304794301
Juices,64210,99280,2018-08-01,2018-07-26,0.0,0.643454636
Juices,64210,122560,2018-08-01,2018-07-26,0.0,0.575722569
Juices,64215,1680,2018-08-01,2018-07-26,0.0,0.252433251
Juices,64215,99280,2018-08-01,2018-07-26,0.0,0.29450546
Juices,64215,122560,2018-08-01,2018-07-26,1.0,0.378649877
Juices,64220,1680,2018-08-01,2018-07-26,0.0,0.533152661
Juices,64220,99280,2018-08-01,2018-07-26,0.0,0.977446545
Juices,64220,122560,2018-08-01,2018-07-26,0.0,0.592391845
Juices,64225,1680,2018-08-01,2018-07-26,1.0,0.90824121
Juices,64225,99280,2018-08-01,2018-07-26,2.0,0.558917668
Juices,64225,122560,2018-08-01,2018-07-26,0.0,0.24452648
Juices,64230,1680,2018-08-01,2018-07-26,1.0,0.161436658
Juices,64230,99280,2018-08-01,2018-07-26,0.0,0.936332617
Juices,64230,122560,2018-08-01,2018-07-26,0.0,0.290585985
Juices,64350,1680,2018-08-01,2018-07-26,0.0,1.041232
Juices,64350,99280,2018-08-01,2018-07-26,1.0,0.814877217
Juices,64350,122560,2018-08-01,2018-07-26,0.0,0.294261217
Juices,66155,1680,2018-08-01,2018-07-26,1.0,0.404297288
Juices,66155,99280,2018-08-01,2018-07-26,0.0,0.317662155
Juices,66155,122560,2018-08-01,2018-07-26,0.0,0.433175665
Juices,66300,1680,2018-08-01,2018-07-26,0.0,0.406436125
Juices,66300,99280,2018-08-01,2018-07-26,0.0,0.5020681539999999
Juices,66300,122560,2018-08-01,2018-07-26,1.0,0.35862011
Juices,66310,1680,2018-08-01,2018-07-26,1.0,1.143777478
Juices,66310,99280,2018-08-01,2018-07-26,2.0,1.7283748559999998
Juices,66310,122560,2018-08-01,2018-07-26,0.0,0.838770151
Juices,66660,1680,2018-08-01,2018-07-26,1.0,1.034890859
Juices,66660,99280,2018-08-01,2018-07-26,0.0,1.589296676
Juices,66660,122560,2018-08-01,2018-07-26,0.0,0.6899272390000001
Juices,66910,1680,2018-08-01,2018-07-26,4.0,6.632818635
Juices,66910,99280,2018-08-01,2018-07-26,4.0,9.228269405
Juices,66910,122560,2018-08-01,2018-07-26,6.0,6.4021119
Juices,67435,1680,2018-08-01,2018-07-26,0.0,0.474027855
Juices,67435,99280,2018-08-01,2018-07-26,0.0,0.306723906
Juices,67435,122560,2018-08-01,2018-07-26,1.0,0.6970997870000001
Juices,67650,1680,2018-08-01,2018-07-26,0.0,0.0
Juices,67650,99280,2018-08-01,2018-07-26,0.0,0.17118529999999998
Juices,67650,122560,2018-08-01,2018-07-26,0.0,0.13694824
Juices,83360,1680,2018-08-01,2018-07-26,1.0,0.380915093
Juices,83360,99280,2018-08-01,2018-07-26,2.0,0.58602322
Juices,83360,122560,2018-08-01,2018-07-26,0.0,0.175806966
Juices,84145,1680,2018-08-01,2018-07-26,0.0,0.074985236
Juices,84145,99280,2018-08-01,2018-07-26,2.0,0.749852363
Juices,84145,122560,2018-08-01,2018-07-26,0.0,0.14997047300000002
Juices,84150,1680,2018-08-01,2018-07-26,0.0,0.7894442290000001
Juices,84150,99280,2018-08-01,2018-07-26,0.0,0.6014813170000001
Juices,84150,122560,2018-08-01,2018-07-26,0.0,0.375925823
Juices,84160,1680,2018-08-01,2018-07-26,0.0,0.9140780279999999
Juices,84160,99280,2018-08-01,2018-07-26,1.0,0.45703901399999997
Juices,84160,122560,2018-08-01,2018-07-26,1.0,0.609385352
Juices,84165,1680,2018-08-01,2018-07-26,1.0,0.109761199
Juices,84165,99280,2018-08-01,2018-07-26,0.0,0.29269653
Juices,84165,122560,2018-08-01,2018-07-26,0.0,0.073174133
Juices,84995,1680,2018-08-01,2018-07-26,1.0,1.219508221
Juices,84995,99280,2018-08-01,2018-07-26,1.0,0.7113797959999999
Juices,84995,122560,2018-08-01,2018-07-26,2.0,0.16937614199999998
Juices,94265,1680,2018-08-01,2018-07-26,1.0,1.450124785
Juices,94265,99280,2018-08-01,2018-07-26,1.0,1.071831362
Juices,94265,122560,2018-08-01,2018-07-26,1.0,1.008782459
Juices,102810,1680,2018-08-01,2018-07-26,3.0,0.703049685
Juices,102810,99280,2018-08-01,2018-07-26,0.0,0.9250653759999999
Juices,102810,122560,2018-08-01,2018-07-26,0.0,0.66604707
Juices,110370,1680,2018-08-01,2018-07-26,14.0,4.703835764
Juices,110370,99280,2018-08-01,2018-07-26,5.0,4.529619625
Juices,110370,122560,2018-08-01,2018-07-26,2.0,4.761907811
Juices,127610,1680,2018-08-01,2018-07-26,0.0,0.611850519
Juices,127610,99280,2018-08-01,2018-07-26,0.0,0.382406574
Juices,127610,122560,2018-08-01,2018-07-26,1.0,0.11472197199999999
Juices,591640,1680,2018-08-01,2018-07-26,1.0,0.237783202
Juices,591640,99280,2018-08-01,2018-07-26,0.0,0.297229003
Juices,591640,122560,2018-08-01,2018-07-26,0.0,0.208060302
Juices,591650,1680,2018-08-01,2018-07-26,0.0,0.29506091
Juices,591650,99280,2018-08-01,2018-07-26,0.0,0.160942314
Juices,591650,122560,2018-08-01,2018-07-26,0.0,0.24141347100000002
Juices,591765,1680,2018-08-01,2018-07-26,0.0,0.687122346
Juices,591765,99280,2018-08-01,2018-07-26,0.0,0.482447605
Juices,591765,122560,2018-08-01,2018-07-26,0.0,0.307012112
Juices,592240,1680,2018-08-01,2018-07-26,0.0,0.5516021210000001
Juices,592240,99280,2018-08-01,2018-07-26,0.0,0.840536565
Juices,592240,122560,2018-08-01,2018-07-26,0.0,0.262667677
Juices,592245,1680,2018-08-01,2018-07-26,0.0,0.462617372
Juices,592245,99280,2018-08-01,2018-07-26,0.0,1.186198389
Juices,592245,122560,2018-08-01,2018-07-26,0.0,0.332135549
Juices,592255,1680,2018-08-01,2018-07-26,4.0,0.611185706
Juices,592255,99280,2018-08-01,2018-07-26,0.0,1.303094053
Juices,592255,122560,2018-08-01,2018-07-26,0.0,0.472804037
Juices,592940,1680,2018-08-01,2018-07-26,2.0,1.565592875
Juices,592940,99280,2018-08-01,2018-07-26,1.0,1.455339856
Juices,592940,122560,2018-08-01,2018-07-26,1.0,0.727669928
Juices,592950,1680,2018-08-01,2018-07-26,2.0,1.2710940370000001
Juices,592950,99280,2018-08-01,2018-07-26,2.0,2.065527809
Juices,592950,122560,2018-08-01,2018-07-26,4.0,1.0214148509999998
Juices,592955,1680,2018-08-01,2018-07-26,0.0,1.951480523
Juices,592955,99280,2018-08-01,2018-07-26,2.0,2.163086845
Juices,592955,122560,2018-08-01,2018-07-26,3.0,1.2931497440000002
Juices,603920,1680,2018-08-01,2018-07-26,0.0,0.072916987
Juices,603920,99280,2018-08-01,2018-07-26,1.0,0.5833359
Juices,603920,122560,2018-08-01,2018-07-26,0.0,0.072916987
Juices,617840,1680,2018-08-01,2018-07-26,1.0,0.06886719200000001
Juices,617840,99280,2018-08-01,2018-07-26,0.0,0.309902365
Juices,617840,122560,2018-08-01,2018-07-26,0.0,0.17216798
Juices,631295,1680,2018-08-01,2018-07-26,1.0,0.55745016
Juices,631295,99280,2018-08-01,2018-07-26,0.0,0.676903765
Juices,631295,122560,2018-08-01,2018-07-26,0.0,0.398178685
Juices,635320,1680,2018-08-01,2018-07-26,2.0,0.80623321
Juices,635320,99280,2018-08-01,2018-07-26,1.0,0.368563753
Juices,635320,122560,2018-08-01,2018-07-26,0.0,0.460704692
Juices,639045,1680,2018-08-01,2018-07-26,0.0,0.695939788
Juices,639045,99280,2018-08-01,2018-07-26,1.0,0.366284099
Juices,639045,122560,2018-08-01,2018-07-26,0.0,0.512797738
Juices,639050,1680,2018-08-01,2018-07-26,0.0,0.259177272
Juices,639050,99280,2018-08-01,2018-07-26,0.0,0.518354544
Juices,639050,122560,2018-08-01,2018-07-26,1.0,0.259177272
